function_id,user_id,accurate,adequate,concise,similarity,source,text,text
176,3,4,1,1,3,reference,helper method which populates the gui list for resources which are new at,populates the list of resources
176,4,2,4,2,3,reference,helper method which populates the gui list for resources which are new at,populates the list of resources
176,6,4,1,1,3,alex1,populates the list of resources,helper method which populates the gui list for resources which are new at
177,1,4,1,1,4,alex1,returns a string representation of this object,p returns the string representation of this matcher
177,3,4,1,1,4,reference,p returns the string representation of this matcher,returns a string representation of this object
177,4,3,3,2,2,alex1,returns a string representation of this object,p returns the string representation of this matcher
177,6,2,3,2,3,reference,p returns the string representation of this matcher,returns a string representation of this object
178,1,1,3,4,1,alex1,sets up the customization specification and feel,attempts to retrieve mrj version and mrj major version information on the
178,3,4,2,1,1,reference,attempts to retrieve mrj version and mrj major version information on the,sets up the customization specification and feel
178,4,2,4,2,1,reference,attempts to retrieve mrj version and mrj major version information on the,sets up the customization specification and feel
178,6,2,4,3,1,alex1,sets up the customization specification and feel,attempts to retrieve mrj version and mrj major version information on the
179,1,3,3,1,3,alex1,moves the index of the target,moves the given target up in the list of active targets
179,3,4,1,1,3,reference,moves the given target up in the list of active targets,moves the index of the target
179,4,3,2,2,3,alex1,moves the index of the target,moves the given target up in the list of active targets
179,6,4,1,1,4,reference,moves the given target up in the list of active targets,moves the index of the target
180,1,3,3,2,2,alex1,adds the current list of cmd arguments,adds jailer cli arguments for db connection
180,3,4,1,1,2,reference,adds jailer cli arguments for db connection,adds the current list of cmd arguments
180,4,3,2,2,3,reference,adds jailer cli arguments for db connection,adds the current list of cmd arguments
180,6,3,1,1,2,alex1,adds the current list of cmd arguments,adds jailer cli arguments for db connection
181,1,1,4,4,1,alex1,make a new table that is a valid table,gets render of an association for the join combobox
181,3,4,3,1,1,reference,gets render of an association for the join combobox,make a new table that is a valid table
181,4,2,3,3,2,alex1,make a new table that is a valid table,gets render of an association for the join combobox
181,6,2,3,2,1,reference,gets render of an association for the join combobox,make a new table that is a valid table
182,1,3,2,2,3,alex1,make a unique paragraph that is unique across a word across,used to create a paragraph of unique words with varying lengths
182,3,4,3,1,3,reference,used to create a paragraph of unique words with varying lengths,make a unique paragraph that is unique across a word across
182,4,3,3,2,3,reference,used to create a paragraph of unique words with varying lengths,make a unique paragraph that is unique across a word across
182,6,2,3,3,2,alex1,make a unique paragraph that is unique across a word across,used to create a paragraph of unique words with varying lengths
183,1,2,4,2,2,alex1,check if the actor is next actor,check if a player is next to another actor
183,3,4,1,1,3,reference,check if a player is next to another actor,check if the actor is next actor
183,4,3,2,2,1,alex1,check if the actor is next actor,check if a player is next to another actor
183,6,4,1,1,2,reference,check if a player is next to another actor,check if the actor is next actor
184,1,4,2,1,1,alex1,returns the list of the feed items for the given feed,feed feed item
184,3,3,4,1,1,reference,feed feed item,returns the list of the feed items for the given feed
184,4,2,3,2,2,reference,feed feed item,returns the list of the feed items for the given feed
184,6,3,3,1,2,alex1,returns the list of the feed items for the given feed,feed feed item
185,1,4,1,2,3,alex1,this method will add a <UNK> deployment,add a sand uideployment to our list of uis for this project
185,3,4,1,1,2,reference,add a sand uideployment to our list of uis for this project,this method will add a <UNK> deployment
185,4,2,4,2,1,alex1,this method will add a <UNK> deployment,add a sand uideployment to our list of uis for this project
185,6,4,1,1,2,reference,add a sand uideployment to our list of uis for this project,this method will add a <UNK> deployment
186,1,3,3,2,2,alex1,sets the directory directory,recursively walk the given project tree setting the gen jar dir
186,3,3,4,1,1,reference,recursively walk the given project tree setting the gen jar dir,sets the directory directory
186,4,4,1,1,2,reference,recursively walk the given project tree setting the gen jar dir,sets the directory directory
186,6,2,3,3,1,alex1,sets the directory directory,recursively walk the given project tree setting the gen jar dir
187,1,2,3,1,2,alex1,sets the value of the input,set this extensions value
187,3,4,3,1,2,reference,set this extensions value,sets the value of the input
187,4,3,4,2,3,alex1,sets the value of the input,set this extensions value
187,6,4,1,1,2,reference,set this extensions value,sets the value of the input
188,1,4,1,1,1,alex1,initializes the class list of the given object,this method is called from within the constructor to
188,3,2,4,2,1,reference,this method is called from within the constructor to,initializes the class list of the given object
188,4,1,4,4,1,reference,this method is called from within the constructor to,initializes the class list of the given object
188,6,3,1,1,1,alex1,initializes the class list of the given object,this method is called from within the constructor to
189,1,4,2,1,3,alex1,encode a string to a string,encodes a string using base64 encoding
189,3,4,1,1,3,reference,encodes a string using base64 encoding,encode a string to a string
189,4,4,2,1,3,alex1,encode a string to a string,encodes a string using base64 encoding
189,6,4,1,1,3,reference,encodes a string using base64 encoding,encode a string to a string
190,1,4,4,1,2,alex1,get the preference store,creates and the code preference store code for this application
190,3,3,3,2,3,reference,creates and the code preference store code for this application,get the preference store
190,4,2,4,2,3,reference,creates and the code preference store code for this application,get the preference store
190,6,4,1,3,2,alex1,get the preference store,creates and the code preference store code for this application
191,1,4,1,1,3,alex1,get the image for the given url,returns the first image found in the page with the specified src attribute
191,3,4,1,1,1,reference,returns the first image found in the page with the specified src attribute,get the image for the given url
191,4,3,3,2,2,alex1,get the image for the given url,returns the first image found in the page with the specified src attribute
191,6,4,1,1,3,reference,returns the first image found in the page with the specified src attribute,get the image for the given url
192,1,4,1,1,4,alex1,returns a clone of the datatype,clone the format object
192,3,4,2,1,2,reference,clone the format object,returns a clone of the datatype
192,4,3,1,1,3,reference,clone the format object,returns a clone of the datatype
192,6,4,1,1,3,alex1,returns a clone of the datatype,clone the format object
193,1,4,2,1,4,alex1,this method initializes j split pane,this method initializes j split pane
193,3,4,1,1,4,reference,this method initializes j split pane,this method initializes j split pane
193,4,3,3,1,4,alex1,this method initializes j split pane,this method initializes j split pane
193,6,3,1,1,4,reference,this method initializes j split pane,this method initializes j split pane
194,1,2,4,1,1,alex1,returns the value of the field,evaluates the numbers of hours in the xsd date time
194,3,3,2,1,2,reference,evaluates the numbers of hours in the xsd date time,returns the value of the field
194,4,2,3,2,1,reference,evaluates the numbers of hours in the xsd date time,returns the value of the field
194,6,1,4,1,1,alex1,returns the value of the field,evaluates the numbers of hours in the xsd date time
195,1,2,4,3,2,alex1,recognizes a literal literal literal,casts the passed untypted literal to a boolean literal
195,3,4,1,1,1,reference,casts the passed untypted literal to a boolean literal,recognizes a literal literal literal
195,4,2,3,4,2,alex1,recognizes a literal literal literal,casts the passed untypted literal to a boolean literal
195,6,4,1,1,2,reference,casts the passed untypted literal to a boolean literal,recognizes a literal literal literal
196,1,3,4,3,4,alex1,this method is called when the document has been completed,called when the loading of a document was completed
196,3,4,2,1,4,reference,called when the loading of a document was completed,this method is called when the document has been completed
196,4,4,3,1,4,reference,called when the loading of a document was completed,this method is called when the document has been completed
196,6,4,3,1,4,alex1,this method is called when the document has been completed,called when the loading of a document was completed
197,1,4,4,1,2,alex1,updates the current time,updates the animated image every update interval ms
197,3,4,3,1,1,reference,updates the animated image every update interval ms,updates the current time
197,4,4,1,1,1,alex1,updates the current time,updates the animated image every update interval ms
197,6,4,1,1,2,reference,updates the animated image every update interval ms,updates the current time
198,1,3,4,1,2,alex1,get the list of the user,returns the list of collaborate collections for the given user id
198,3,4,1,1,2,reference,returns the list of collaborate collections for the given user id,get the list of the user
198,4,3,2,2,2,reference,returns the list of collaborate collections for the given user id,get the list of the user
198,6,2,4,1,1,alex1,get the list of the user,returns the list of collaborate collections for the given user id
199,1,3,2,2,4,alex1,adds a primary key to the primary key,adds a primarykey column
199,3,4,2,1,3,reference,adds a primarykey column,adds a primary key to the primary key
199,4,2,4,1,2,alex1,adds a primary key to the primary key,adds a primarykey column
199,6,4,1,1,2,reference,adds a primarykey column,adds a primary key to the primary key
200,1,2,4,3,1,alex1,leaves all of the mouse event to the specified map,generate events to leave all components vertex edge or cell
200,3,3,4,2,1,reference,generate events to leave all components vertex edge or cell,leaves all of the mouse event to the specified map
200,4,2,4,2,2,reference,generate events to leave all components vertex edge or cell,leaves all of the mouse event to the specified map
200,6,3,1,1,2,alex1,leaves all of the mouse event to the specified map,generate events to leave all components vertex edge or cell
201,1,3,3,1,4,alex1,this adds a property descriptor for the mode feature,this adds a property descriptor for the mode feature
201,3,4,1,1,4,reference,this adds a property descriptor for the mode feature,this adds a property descriptor for the mode feature
201,4,3,2,2,4,alex1,this adds a property descriptor for the mode feature,this adds a property descriptor for the mode feature
201,6,4,1,1,4,reference,this adds a property descriptor for the mode feature,this adds a property descriptor for the mode feature
202,1,3,3,1,4,alex1,this adds a property descriptor for the use cache feature,this adds a property descriptor for the use cache feature
202,3,4,1,1,4,reference,this adds a property descriptor for the use cache feature,this adds a property descriptor for the use cache feature
202,4,3,2,2,3,reference,this adds a property descriptor for the use cache feature,this adds a property descriptor for the use cache feature
202,6,4,1,1,4,alex1,this adds a property descriptor for the use cache feature,this adds a property descriptor for the use cache feature
203,1,3,3,2,3,alex1,this adds a property descriptor for the session session feature,this adds a property descriptor for the session variables feature
203,3,4,1,1,3,reference,this adds a property descriptor for the session variables feature,this adds a property descriptor for the session session feature
203,4,3,3,3,2,alex1,this adds a property descriptor for the session session feature,this adds a property descriptor for the session variables feature
203,6,4,1,1,4,reference,this adds a property descriptor for the session variables feature,this adds a property descriptor for the session session feature
204,1,3,3,1,3,alex1,this adds a property descriptor for the max size size feature,this adds a property descriptor for the max pool size feature
204,3,4,1,1,4,reference,this adds a property descriptor for the max pool size feature,this adds a property descriptor for the max size size feature
204,4,3,2,2,4,reference,this adds a property descriptor for the max pool size feature,this adds a property descriptor for the max size size feature
204,6,4,1,1,4,alex1,this adds a property descriptor for the max size size feature,this adds a property descriptor for the max pool size feature
205,1,4,2,1,4,alex1,this adds a property descriptor for the max time time feature,this adds a property descriptor for the max idle time feature
205,3,4,1,1,4,reference,this adds a property descriptor for the max idle time feature,this adds a property descriptor for the max time time feature
205,4,3,3,2,4,alex1,this adds a property descriptor for the max time time feature,this adds a property descriptor for the max idle time feature
205,6,4,1,1,3,reference,this adds a property descriptor for the max idle time feature,this adds a property descriptor for the max time time feature
206,1,1,3,4,1,alex1,modify the role in the role of the role,role user cache resource cache
206,3,3,4,1,1,reference,role user cache resource cache,modify the role in the role of the role
206,4,1,4,3,2,reference,role user cache resource cache,modify the role in the role of the role
206,6,1,4,3,2,alex1,modify the role in the role of the role,role user cache resource cache
207,1,2,4,1,1,alex1,returns the name of the given name,may return null if no mapping for the name exists
207,3,4,4,1,1,reference,may return null if no mapping for the name exists,returns the name of the given name
207,4,3,2,2,3,alex1,returns the name of the given name,may return null if no mapping for the name exists
207,6,3,3,2,1,reference,may return null if no mapping for the name exists,returns the name of the given name
208,1,3,3,1,3,alex1,returns the fastest generator generator for the given <UNK>,returns the fastest generator for the given language
208,3,3,1,1,3,reference,returns the fastest generator for the given language,returns the fastest generator generator for the given <UNK>
208,4,3,2,2,3,reference,returns the fastest generator for the given language,returns the fastest generator generator for the given <UNK>
208,6,2,3,3,3,alex1,returns the fastest generator generator for the given <UNK>,returns the fastest generator for the given language
209,1,3,2,2,3,alex1,adds a coordinate to the given location,add a coordinate axis
209,3,4,2,1,1,reference,add a coordinate axis,adds a coordinate to the given location
209,4,3,1,1,3,alex1,adds a coordinate to the given location,add a coordinate axis
209,6,3,2,1,3,reference,add a coordinate axis,adds a coordinate to the given location
210,1,1,3,2,2,alex1,convert a binary string to a string,string builder to string
210,3,1,4,1,2,reference,string builder to string,convert a binary string to a string
210,4,2,4,1,1,reference,string builder to string,convert a binary string to a string
210,6,3,3,2,2,alex1,convert a binary string to a string,string builder to string
